"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"≈ Near model (-5)","13872","Bradley, Keegan",43,38,"","0.964","","292.203","","66.54%","","0.769","","0.394","","0.154","","0.222","","-1.027","","61.58%","","64.45%","","4.196","","4.204","","71.186","","4.160","","30.296","","69.492","","80.00%","","-0.360","","17.960","","83.00%","","0.540","","19.410","","60.00%","","0.180","","35.810","","32.00%","","-0.720","","68.350","","68.00%","","0.720","","28.000","","49.00%","","0.360","","44.390"
"","25319","VanDerLaan, John",43,43,"","-0.588","","295.749","","69.96%","","-0.736","","-0.807","","0.091","","-0.021","","-0.109","","65.42%","","62.75%","","2.775","","3.445","","71.026","","3.595","","34.736","","61.932","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 26","32457","Keefer, Johnny",43,69,"","-0.443","","304.668","","54.26%","","-0.329","","0.204","","-0.859","","0.326","","-0.196","","74.32%","","50.36%","","3.613","","3.440","","70.986","","3.667","","29.117","","50.724","","77.00%","","0.360","","16.620","","81.00%","","-0.360","","23.740","","53.00%","","0.720","","37.350","","42.00%","","1.620","","56.630","","71.00%","","0.720","","29.150","","46.00%","","-0.180","","40.360"
"✅ Beat model by 62","13764","Parry, John",43,105,"","-1.277","","293.652","","61.31%","","0.059","","-0.194","","-0.215","","0.467","","-1.339","","68.74%","","53.16%","","2.031","","3.357","","71.471","","3.056","","33.318","","39.223","","88.00%","","1.260","","14.470","","79.00%","","0.000","","22.050","","61.00%","","0.360","","32.300","","44.00%","","0.540","","55.420","","77.00%","","0.360","","32.990","","40.00%","","-0.360","","44.980"
"✅ Beat model by 69","27364","Thompson, Davis",43,112,"","-1.147","","288.841","","64.92%","","-0.373","","-0.192","","-0.310","","0.128","","-0.379","","58.73%","","53.42%","","2.879","","4.143","","73.518","","3.237","","31.495","","60.639","","86.00%","","0.540","","16.780","","84.00%","","0.720","","20.520","","53.00%","","-0.900","","39.330","","30.00%","","-1.080","","65.960","","71.00%","","0.720","","27.830","","43.00%","","-0.720","","47.000"
"⚠️ Missed model by 37 | ❌ Underperformed model prediction","28159","Meissner, Mac",49,12,"","0.678","","295.175","","50.14%","","1.292","","1.177","","0.148","","-0.033","","-0.596","","73.33%","","64.29%","","3.650","","2.870","","69.613","","4.019","","26.893","","49.127","","81.00%","","-0.360","","18.060","","81.00%","","0.540","","20.960","","55.00%","","0.180","","36.260","","29.00%","","0.000","","55.480","","71.00%","","0.360","","30.650","","46.00%","","0.540","","43.010"
"≈ Near model (-5)","21883","Ewart, A.J.",49,44,"","0.910","","283.424","","56.25%","","0.171","","0.412","","-0.113","","-0.128","","0.543","","72.57%","","71.47%","","2.810","","3.001","","69.042","","4.092","","28.497","","55.664","","88.00%","","0.180","","15.980","","0.00%","","0.000","","0.000","","62.00%","","0.720","","35.890","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"","23841","Neergaard-Petersen, Rasmus",49,47,"","0.165","","293.913","","59.14%","","0.396","","0.286","","-0.030","","0.140","","-0.241","","67.34%","","59.65%","","2.901","","3.890","","70.336","","4.264","","34.534","","56.671","","81.00%","","-0.720","","18.090","","0.00%","","0.000","","0.000","","57.00%","","0.900","","37.880","","0.00%","","0.000","","0.000","","75.00%","","1.080","","28.470","","60.00%","","1.080","","39.320"
"","21944","Moore, Taylor",49,48,"","1.271","","300.805","","52.52%","","0.830","","-0.028","","0.663","","0.195","","0.270","","65.40%","","62.77%","","3.418","","2.802","","70.357","","3.860","","36.433","","67.637","","81.00%","","0.360","","17.710","","78.00%","","-0.720","","24.010","","55.00%","","0.000","","39.360","","31.00%","","0.000","","58.220","","68.00%","","-0.900","","33.880","","50.00%","","0.180","","46.340"
"≈ Near model (+4)","16757","Dou, Zecheng",49,53,"","1.112","","288.517","","47.29%","","1.082","","1.288","","0.438","","-0.644","","0.088","","71.05%","","66.17%","","3.976","","2.907","","68.863","","5.389","","26.820","","59.345","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","39.00%","","-1.080","","35.760","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 65","19870","McCarthy, Denny",49,114,"","-0.835","","284.676","","57.91%","","-1.005","","-0.305","","0.347","","-1.048","","-0.042","","59.84%","","69.81%","","2.831","","5.066","","72.923","","3.002","","32.485","","79.195","","88.00%","","-0.180","","18.230","","84.00%","","-0.180","","21.140","","59.00%","","0.720","","33.370","","36.00%","","0.180","","61.940","","72.00%","","0.360","","31.340","","48.00%","","0.360","","46.300"
"✅ Beat model by 83","26653","Eckroat, Austin",49,132,"","-1.895","","287.374","","67.45%","","-1.598","","-0.417","","-1.202","","0.026","","-0.073","","54.61%","","53.49%","","2.569","","5.435","","74.074","","2.752","","32.403","","64.260","","85.00%","","-0.180","","19.680","","81.00%","","0.360","","22.250","","61.00%","","0.900","","33.780","","30.00%","","-0.900","","66.270","","72.00%","","0.540","","30.040","","52.00%","","0.720","","40.910"
"⚠️ Missed model by 23","29925","Yellamaraju, Sudarshan",56,33,"","0.729","","294.378","","60.78%","","0.517","","0.344","","-0.156","","0.328","","0.298","","73.31%","","61.63%","","3.866","","3.698","","69.186","","4.830","","27.972","","51.603","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","54.00%","","1.620","","26.500","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"","20722","Schmid, Matti",56,55,"","0.142","","291.444","","55.11%","","0.110","","-0.219","","-0.190","","0.519","","0.159","","69.11%","","66.02%","","3.870","","3.083","","70.062","","3.907","","32.958","","50.285","","82.00%","","-0.900","","18.360","","72.00%","","-0.900","","24.920","","58.00%","","0.000","","38.730","","36.00%","","0.360","","54.740","","74.00%","","0.360","","30.510","","54.00%","","0.540","","41.750"
"","16243","Koepka, Brooks",56,58,"","-0.104","","297.691","","56.81%","","0.153","","-0.326","","0.052","","0.427","","-0.688","","56.43%","","57.11%","","2.640","","3.516","","71.458","","4.062","","35.447","","53.401","","83.00%","","-1.080","","16.360","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","24.00%","","-0.720","","80.150","","61.00%","","0.360","","30.050","","64.00%","","2.160","","46.220"
"⚠️ Missed model by 23","24550","Ghim, Doug",59,36,"","0.305","","287.510","","68.94%","","1.009","","0.076","","0.559","","0.373","","-1.191","","68.43%","","63.90%","","2.591","","3.030","","69.962","","3.890","","31.400","","49.579","","90.00%","","1.260","","14.770","","80.00%","","0.180","","21.360","","64.00%","","0.360","","38.640","","37.00%","","0.000","","62.620","","69.00%","","0.360","","31.190","","47.00%","","0.180","","43.270"
"⚠️ Missed model by 18","15556","Hughes, Mackenzie",59,41,"","-0.436","","286.987","","59.72%","","0.055","","0.158","","0.106","","-0.209","","-0.038","","56.89%","","65.37%","","3.330","","4.567","","72.642","","3.202","","32.944","","80.851","","90.00%","","0.180","","17.000","","81.00%","","-0.180","","22.290","","59.00%","","0.360","","39.070","","37.00%","","0.720","","62.060","","66.00%","","-0.360","","33.960","","48.00%","","-0.360","","48.570"
"✅ Beat model by 15","19846","Bauchou, Zach",59,74,"","0.630","","290.740","","43.70%","","0.494","","0.555","","0.545","","-0.605","","-0.005","","70.10%","","70.47%","","2.376","","2.271","","69.314","","3.859","","33.507","","44.887","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","57.00%","","-2.700","","50.250","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 69","16715","Ryder, Sam",59,128,"","-0.700","","285.270","","59.77%","","-0.174","","0.394","","-0.324","","-0.244","","0.204","","57.51%","","62.17%","","2.772","","4.693","","73.120","","2.792","","32.888","","42.301","","79.00%","","-0.720","","18.780","","78.00%","","-0.180","","23.240","","55.00%","","-0.540","","41.280","","44.00%","","0.900","","56.690","","68.00%","","0.180","","29.590","","43.00%","","-0.180","","43.520"
"✅ Beat model by 13","21688","Kim, S.H.",63,76,"","-0.132","","291.747","","64.28%","","-0.168","","-0.382","","-0.173","","0.387","","0.951","","60.14%","","59.29%","","2.750","","3.927","","70.879","","3.895","","34.714","","57.741","","83.00%","","-0.540","","20.120","","0.00%","","0.000","","0.000","","67.00%","","1.080","","30.310","","41.00%","","-0.540","","65.870","","65.00%","","-0.360","","33.440","","21.00%","","-2.340","","54.540"
"✅ Beat model by 36","21074","Nakajima, Keita",64,100,"","-1.502","","297.571","","58.79%","","-0.658","","0.673","","-0.844","","-0.486","","-1.726","","66.33%","","44.98%","","2.950","","4.490","","72.063","","3.714","","35.094","","43.113","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","63.00%","","0.540","","34.340","","0.00%","","0.000","","0.000","","75.00%","","0.540","","30.460","","54.00%","","1.260","","43.650"
"","28016","Gonzalez, Emilio",65,65,"","-1.594","","291.657","","67.75%","","-1.590","","-1.084","","-0.066","","-0.440","","-0.032","","63.37%","","62.99%","","2.472","","3.139","","71.004","","3.369","","39.394","","56.351","","97.00%","","2.520","","13.790","","0.00%","","0.000","","0.000","","56.00%","","1.260","","32.850","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 19","16591","Rozo, Marcelo",65,84,"","-2.141","","281.030","","61.59%","","-0.741","","0.044","","-0.318","","-0.467","","-2.143","","64.11%","","48.81%","","2.129","","5.843","","72.544","","3.147","","31.785","","59.993","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 45","24766","Kim, Tom",65,110,"","-1.178","","288.907","","59.20%","","-0.422","","0.176","","0.020","","-0.618","","-0.816","","57.91%","","57.94%","","2.488","","4.382","","73.076","","3.197","","36.868","","68.244","","84.00%","","0.900","","16.890","","80.00%","","0.360","","20.260","","52.00%","","0.360","","37.670","","36.00%","","-0.180","","64.880","","64.00%","","0.000","","30.980","","44.00%","","-0.540","","50.380"
"✅ Beat model by 66","23604","Clark, Wyndham",65,131,"","-1.257","","298.988","","57.11%","","-0.658","","-0.936","","0.319","","-0.041","","-1.874","","50.85%","","61.11%","","3.651","","5.750","","73.347","","3.629","","32.543","","77.497","","81.00%","","0.360","","16.740","","78.00%","","0.360","","21.550","","61.00%","","0.540","","35.260","","31.00%","","-0.900","","69.140","","70.00%","","0.180","","29.600","","50.00%","","0.000","","46.730"
"≈ Near model (+9)","16333","Hubbard, Mark",69,78,"","0.249","","286.249","","64.95%","","0.011","","-0.004","","0.032","","-0.017","","-0.442","","62.57%","","71.44%","","2.882","","3.810","","70.311","","3.719","","32.330","","53.127","","86.00%","","-0.360","","17.420","","75.00%","","-0.360","","22.550","","51.00%","","-0.720","","39.980","","40.00%","","0.180","","58.070","","66.00%","","0.000","","31.400","","54.00%","","0.720","","43.310"
"≈ Near model (-9)","15575","Hoge, Tom",70,61,"","0.686","","282.548","","63.21%","","0.495","","0.552","","0.418","","-0.475","","-0.582","","59.27%","","63.56%","","3.891","","4.525","","71.494","","3.985","","30.116","","70.085","","81.00%","","0.360","","16.400","","76.00%","","0.720","","18.880","","61.00%","","0.180","","36.220","","33.00%","","0.540","","57.240","","65.00%","","0.000","","28.050","","46.00%","","0.360","","43.140"
"✅ Beat model by 23","23504","Hoey, Rico",70,93,"","-2.257","","292.636","","61.07%","","-1.120","","-0.787","","-0.524","","0.191","","-0.534","","65.33%","","53.85%","","2.553","","3.868","","72.873","","2.999","","31.614","","54.165","","83.00%","","-0.360","","18.530","","79.00%","","-0.180","","23.370","","61.00%","","0.720","","36.940","","40.00%","","0.900","","54.240","","71.00%","","1.080","","28.440","","49.00%","","0.720","","41.640"
"✅ Beat model by 47","29279","Suber, Jackson",70,117,"","-2.061","","287.633","","56.30%","","-1.422","","-0.661","","-0.649","","-0.112","","-0.233","","69.14%","","66.36%","","3.008","","4.569","","71.781","","3.183","","28.942","","48.981","","80.00%","","-0.180","","18.280","","78.00%","","0.180","","22.990","","54.00%","","-0.540","","40.510","","32.00%","","-0.900","","58.210","","69.00%","","0.000","","30.860","","51.00%","","0.540","","39.980"
"✅ Beat model by 71","17786","Davis, Cam",70,141,"","-2.296","","294.747","","49.75%","","-1.814","","-0.950","","-0.754","","-0.110","","-1.010","","54.03%","","52.40%","","3.226","","5.224","","74.594","","2.364","","30.373","","77.387","","82.00%","","0.720","","15.820","","81.00%","","0.180","","22.180","","48.00%","","0.180","","37.360","","26.00%","","-1.260","","67.790","","66.00%","","-0.180","","30.090","","47.00%","","-0.720","","43.440"
"≈ Near model (-4)","20954","Hirata, Kensei",74,70,"","-0.988","","286.874","","71.36%","","-0.290","","-0.739","","-0.083","","0.532","","-0.621","","68.94%","","64.52%","","2.057","","3.390","","71.241","","3.485","","35.145","","61.331","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"⚠️ Missed model by 74 | ❌ Underperformed model prediction","20706","Wallace, Matt",75,1,"","1.089","","296.319","","58.82%","","1.304","","-0.375","","1.531","","0.147","","-0.553","","58.72%","","74.06%","","3.015","","3.524","","70.256","","3.704","","40.035","","57.681","","84.00%","","1.440","","14.640","","78.00%","","0.180","","22.590","","62.00%","","0.180","","39.460","","40.00%","","0.180","","53.520","","68.00%","","0.180","","32.350","","39.00%","","-1.260","","49.630"
"⚠️ Missed model by 73 | ❌ Underperformed model prediction","23950","Aberg, Ludvig",75,2,"","1.193","","296.173","","60.63%","","0.934","","0.357","","0.280","","0.296","","0.297","","63.46%","","68.86%","","4.947","","5.205","","70.902","","4.282","","29.718","","73.647","","82.00%","","-0.540","","17.810","","81.00%","","0.180","","20.360","","51.00%","","-0.720","","40.720","","32.00%","","-0.540","","74.190","","70.00%","","0.900","","27.470","","48.00%","","0.360","","39.110"
"⚠️ Missed model by 72 | ❌ Underperformed model prediction","17780","Pendrith, Taylor",75,3,"","0.996","","302.392","","57.28%","","1.517","","0.938","","0.016","","0.563","","0.205","","64.89%","","58.26%","","4.333","","4.663","","71.173","","4.088","","33.002","","69.403","","82.00%","","-0.720","","19.400","","81.00%","","0.000","","22.440","","57.00%","","0.360","","38.680","","37.00%","","0.720","","62.380","","73.00%","","0.540","","30.070","","44.00%","","-0.360","","47.240"
"⚠️ Missed model by 71 | ❌ Underperformed model prediction","18474","Smalley, Alex",75,4,"","0.496","","300.238","","63.74%","","1.446","","0.432","","0.491","","0.523","","-0.162","","63.29%","","63.37%","","4.192","","4.151","","71.207","","3.384","","33.480","","65.920","","79.00%","","-0.900","","18.130","","79.00%","","-0.180","","21.630","","55.00%","","-0.540","","38.970","","45.00%","","0.900","","55.800","","64.00%","","-0.180","","30.710","","51.00%","","0.900","","42.220"
"⚠️ Missed model by 68 | ❌ Underperformed model prediction","19895","Schauffele, Xander",75,7,"","0.610","","301.630","","53.04%","","1.055","","0.389","","0.278","","0.388","","-0.201","","59.49%","","59.03%","","4.020","","4.067","","71.508","","4.036","","32.053","","50.454","","92.00%","","1.080","","14.930","","81.00%","","0.180","","20.680","","60.00%","","0.540","","36.460","","35.00%","","-0.360","","64.460","","74.00%","","0.720","","27.130","","53.00%","","0.720","","39.320"
"⚠️ Missed model by 65 | ❌ Underperformed model prediction","18424","Roy, Kevin",75,10,"","0.926","","291.708","","62.12%","","0.474","","-0.368","","0.315","","0.527","","0.421","","71.57%","","76.80%","","2.906","","2.824","","69.003","","4.378","","34.161","","47.459","","88.00%","","0.180","","17.370","","78.00%","","-0.360","","23.100","","59.00%","","0.000","","39.240","","27.00%","","-1.800","","68.700","","67.00%","","-0.360","","31.960","","47.00%","","0.540","","42.300"
"⚠️ Missed model by 61 | ❌ Underperformed model prediction","26096","Bhatia, Akshay",75,14,"","0.570","","287.890","","63.83%","","0.662","","0.978","","-0.243","","-0.073","","0.387","","62.35%","","62.52%","","3.846","","4.929","","71.555","","4.102","","30.262","","52.442","","83.00%","","-0.360","","17.080","","83.00%","","0.720","","20.380","","59.00%","","0.180","","37.210","","36.00%","","0.180","","63.270","","69.00%","","0.720","","28.320","","51.00%","","0.900","","41.620"
"⚠️ Missed model by 60 | ❌ Underperformed model prediction","10419","Noren, Alex",75,15,"","0.579","","282.132","","60.38%","","0.391","","-0.085","","0.687","","-0.211","","0.961","","59.36%","","68.66%","","3.685","","3.559","","71.557","","4.054","","33.808","","79.060","","80.00%","","-1.620","","20.490","","76.00%","","0.000","","21.660","","51.00%","","-0.540","","42.230","","40.00%","","1.620","","56.410","","71.00%","","0.360","","29.740","","42.00%","","0.360","","42.940"
"⚠️ Missed model by 56 | ❌ Underperformed model prediction","18586","Smith, Jordan",75,19,"","1.248","","291.502","","62.34%","","0.764","","0.414","","0.027","","0.323","","0.443","","70.92%","","62.81%","","3.754","","2.657","","68.862","","4.782","","30.757","","86.088","","91.00%","","1.080","","14.290","","75.00%","","-0.360","","22.940","","55.00%","","1.980","","34.770","","35.00%","","0.720","","61.920","","70.00%","","0.000","","32.870","","50.00%","","-0.540","","45.680"
"⚠️ Missed model by 54","27900","Potgieter, Aldrich",75,21,"","0.279","","300.091","","55.80%","","-0.101","","0.183","","-0.534","","0.249","","0.665","","68.16%","","51.69%","","5.370","","4.992","","69.934","","4.490","","28.517","","61.720","","81.00%","","-0.540","","19.340","","81.00%","","0.540","","20.900","","55.00%","","-0.720","","39.600","","30.00%","","-0.180","","64.200","","69.00%","","0.000","","31.320","","49.00%","","0.000","","46.420"
"⚠️ Missed model by 53","22465","Penge, Marco",75,22,"","0.181","","310.480","","53.18%","","0.635","","-0.212","","0.219","","0.628","","-0.334","","64.75%","","57.78%","","3.680","","4.124","","70.077","","4.102","","30.648","","51.104","","95.00%","","-0.900","","17.770","","0.00%","","0.000","","0.000","","56.00%","","0.900","","31.510","","35.00%","","-0.180","","46.790","","0.00%","","0.000","","0.000","","45.00%","","1.800","","39.240"
"⚠️ Missed model by 52","19428","Zalatoris, Will",75,23,"","-0.147","","294.743","","64.82%","","0.989","","0.139","","0.147","","0.702","","-0.205","","64.52%","","57.47%","","2.578","","3.145","","71.920","","3.185","","32.273","","94.186","","84.00%","","-0.540","","17.740","","85.00%","","0.360","","20.770","","67.00%","","0.540","","34.190","","36.00%","","0.000","","61.280","","78.00%","","1.620","","28.240","","40.00%","","0.360","","47.210"
"⚠️ Missed model by 50","29197","Brennan, Michael",75,25,"","-0.370","","303.160","","61.44%","","0.698","","0.187","","-0.659","","1.170","","-1.013","","65.31%","","60.44%","","4.438","","4.664","","70.294","","4.188","","31.303","","49.762","","84.00%","","3.240","","11.800","","84.00%","","-0.180","","22.190","","48.00%","","-0.360","","42.030","","0.00%","","0.000","","0.000","","56.00%","","-1.440","","34.880","","36.00%","","0.540","","40.120"
"⚠️ Missed model by 49","32330","Clanton, Luke",75,26,"","-0.827","","289.745","","58.97%","","0.046","","-0.062","","-0.088","","0.197","","-0.425","","75.24%","","69.72%","","3.538","","4.063","","70.581","","3.725","","30.062","","55.546","","85.00%","","-0.540","","19.490","","81.00%","","0.000","","22.460","","47.00%","","-0.180","","38.180","","44.00%","","1.620","","53.670","","69.00%","","0.720","","29.560","","46.00%","","-0.360","","45.560"
"⚠️ Missed model by 48","15470","Hossler, Beau",75,27,"","1.243","","297.186","","48.58%","","0.960","","0.237","","1.022","","-0.401","","0.226","","57.32%","","66.37%","","3.149","","2.977","","70.438","","3.498","","39.493","","63.820","","88.00%","","0.900","","15.540","","80.00%","","-0.720","","24.500","","61.00%","","0.360","","35.490","","27.00%","","-0.540","","57.830","","65.00%","","-0.360","","33.390","","44.00%","","-1.080","","49.790"
"⚠️ Missed model by 47","15466","Cantlay, Patrick",75,28,"","0.470","","293.276","","59.93%","","0.358","","0.339","","0.029","","-0.009","","-0.545","","60.63%","","61.80%","","2.955","","4.708","","71.597","","3.841","","29.350","","80.997","","93.00%","","1.080","","15.140","","88.00%","","0.900","","18.810","","63.00%","","0.180","","36.780","","39.00%","","1.440","","62.680","","77.00%","","1.080","","28.300","","41.00%","","-0.180","","43.850"
"⚠️ Missed model by 45","29770","Mouw, William",75,30,"","0.139","","289.834","","68.14%","","-0.212","","-0.005","","-0.469","","0.261","","0.325","","72.82%","","72.55%","","3.104","","3.507","","69.740","","4.039","","35.251","","52.982","","74.00%","","-1.800","","20.410","","76.00%","","-0.900","","23.130","","65.00%","","0.900","","37.270","","37.00%","","-0.360","","64.060","","68.00%","","-0.180","","31.590","","51.00%","","0.900","","44.260"
"⚠️ Missed model by 44","11657","Norlander, Henrik",75,31,"","0.768","","277.679","","70.21%","","0.458","","0.802","","-0.219","","-0.125","","-0.328","","68.37%","","53.60%","","3.305","","3.269","","69.274","","3.555","","29.039","","37.131","","90.00%","","0.180","","18.260","","83.00%","","0.540","","20.870","","52.00%","","-0.360","","38.100","","40.00%","","1.260","","48.970","","71.00%","","0.900","","29.550","","43.00%","","0.000","","45.530"
"⚠️ Missed model by 41","22002","Dumont De Chassart, Adrien",75,34,"","0.533","","293.214","","52.85%","","0.398","","0.296","","0.160","","-0.058","","-0.088","","67.29%","","67.37%","","4.518","","3.333","","69.398","","4.194","","30.725","","53.551","","91.00%","","0.000","","16.350","","0.00%","","0.000","","0.000","","45.00%","","0.900","","37.890","","18.00%","","-1.800","","74.770","","72.00%","","-0.360","","29.500","","0.00%","","0.000","","0.000"
"⚠️ Missed model by 40","14792","Saddier, Adrien",75,35,"","-0.657","","291.567","","68.93%","","-0.524","","-0.986","","0.078","","0.384","","-0.122","","69.58%","","68.09%","","2.542","","3.716","","70.630","","3.819","","31.736","","49.170","","97.00%","","0.720","","12.910","","0.00%","","0.000","","0.000","","30.00%","","-3.420","","48.040","","36.00%","","1.800","","54.270","","50.00%","","-0.900","","32.910","","0.00%","","0.000","","0.000"
