"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"⚠️ Missed model by 36","13412","Olesen, Thorbjorn",75,39,"","0.567","","296.415","","59.77%","","0.734","","0.588","","-0.129","","0.276","","-0.123","","65.95%","","58.17%","","3.365","","3.540","","70.532","","3.721","","35.973","","57.104","","85.00%","","0.360","","16.430","","82.00%","","0.000","","23.260","","62.00%","","0.180","","36.380","","44.00%","","-0.360","","67.070","","70.00%","","-0.180","","32.440","","46.00%","","0.360","","44.330"
"⚠️ Missed model by 35","25094","Fishburn, Patrick",75,40,"","-0.178","","290.982","","58.27%","","-0.519","","-0.379","","-0.029","","-0.111","","0.679","","70.21%","","56.22%","","3.295","","2.853","","70.143","","4.257","","38.408","","44.759","","92.00%","","-0.540","","18.310","","83.00%","","0.000","","23.200","","58.00%","","-0.720","","42.050","","37.00%","","-0.180","","58.850","","70.00%","","0.000","","32.890","","53.00%","","0.180","","44.810"
"⚠️ Missed model by 33","22985","Smotherman, Austin",75,42,"","1.328","","288.493","","61.97%","","1.423","","1.027","","0.189","","0.206","","-0.467","","75.76%","","73.74%","","2.908","","2.620","","68.680","","5.036","","29.888","","40.764","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"⚠️ Missed model by 30","16162","Lee, S.T.",75,45,"","-0.080","","302.659","","54.03%","","-1.041","","-0.818","","0.651","","-0.874","","0.768","","54.71%","","71.14%","","4.061","","4.147","","69.977","","4.293","","31.017","","66.047","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"⚠️ Missed model by 29","29304","Byrd, Marcus",75,46,"","-0.155","","307.155","","49.74%","","-0.113","","0.147","","-0.421","","0.161","","-0.490","","63.78%","","45.37%","","4.070","","4.536","","70.833","","4.028","","35.631","","55.286","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","56.00%","","0.360","","38.100","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"⚠️ Missed model by 23","6169","Kuchar, Matt",75,52,"","0.269","","276.304","","67.51%","","-0.409","","-0.149","","0.466","","-0.725","","-0.102","","59.26%","","77.95%","","2.929","","3.347","","72.258","","3.144","","30.510","","82.939","","85.00%","","-0.360","","17.620","","83.00%","","1.260","","19.420","","63.00%","","1.080","","31.870","","41.00%","","0.540","","61.200","","63.00%","","-0.900","","34.150","","45.00%","","0.180","","42.890"
"⚠️ Missed model by 19","26850","Svensson, Jesper",75,56,"","-0.264","","295.597","","54.96%","","0.607","","0.077","","0.191","","0.339","","-0.749","","69.90%","","65.60%","","4.419","","4.133","","70.046","","4.268","","28.886","","53.027","","88.00%","","1.080","","15.260","","77.00%","","-0.360","","23.290","","58.00%","","0.900","","36.310","","36.00%","","-0.180","","66.420","","62.00%","","-0.900","","33.870","","48.00%","","0.000","","46.660"
"⚠️ Missed model by 16","17536","Spaun, J.J.",75,59,"","-0.394","","291.341","","61.07%","","0.162","","-0.095","","-0.126","","0.382","","-0.964","","54.06%","","59.90%","","2.741","","4.171","","72.423","","3.362","","33.085","","63.774","","90.00%","","1.260","","15.010","","81.00%","","0.720","","20.240","","61.00%","","0.540","","34.160","","43.00%","","1.440","","61.860","","71.00%","","0.540","","29.180","","52.00%","","0.900","","42.400"
"⚠️ Missed model by 15","23465","Greyserman, Max",75,60,"","0.530","","294.255","","59.16%","","0.473","","0.059","","0.302","","0.113","","-0.092","","56.80%","","66.54%","","3.404","","5.003","","71.343","","3.684","","32.728","","42.729","","87.00%","","-0.360","","17.440","","81.00%","","0.000","","22.160","","51.00%","","-0.180","","38.270","","30.00%","","-0.720","","66.330","","69.00%","","0.180","","32.440","","47.00%","","0.000","","46.160"
"⚠️ Missed model by 11","30620","Chatfield, Davis",75,64,"","-0.998","","279.192","","58.25%","","-0.377","","-0.739","","0.660","","-0.298","","-0.805","","63.17%","","67.58%","","2.595","","3.179","","71.405","","2.746","","30.695","","71.302","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"≈ Near model (-9)","19729","Kanaya, Takumi",75,66,"","0.272","","287.365","","70.52%","","0.113","","-0.758","","0.451","","0.420","","0.186","","58.68%","","61.14%","","3.513","","3.132","","70.642","","3.647","","38.471","","67.194","","84.00%","","-0.360","","18.100","","81.00%","","-0.360","","23.310","","57.00%","","0.000","","35.060","","34.00%","","0.360","","59.160","","59.00%","","-0.900","","34.700","","41.00%","","-0.900","","49.840"
"≈ Near model (-7)","15330","Griffin, Lanto",75,68,"","-1.130","","285.734","","60.39%","","-0.644","","-0.397","","-0.118","","-0.129","","0.795","","56.44%","","59.86%","","2.457","","3.481","","73.671","","3.119","","31.357","","86.575","","85.00%","","-0.900","","21.540","","73.00%","","-0.540","","22.820","","56.00%","","0.360","","35.720","","33.00%","","0.720","","48.130","","69.00%","","0.180","","30.760","","48.00%","","0.540","","45.050"
"≈ Near model (-3)","31343","Ford, David",75,72,"","0.456","","291.735","","62.40%","","0.492","","1.076","","-0.692","","0.108","","-0.048","","69.89%","","59.58%","","3.320","","3.361","","69.485","","4.783","","32.669","","45.760","","79.00%","","-1.080","","20.410","","77.00%","","-0.720","","23.440","","55.00%","","0.180","","40.360","","26.00%","","-0.900","","61.330","","65.00%","","-0.360","","31.260","","45.00%","","0.360","","43.930"
"","8820","Snedeker, Brandt",75,73,"","1.089","","272.191","","70.63%","","0.065","","0.504","","0.246","","-0.686","","1.081","","58.84%","","64.87%","","4.210","","3.995","","71.233","","4.278","","28.891","","83.390","","89.00%","","1.440","","13.930","","81.00%","","0.900","","20.880","","47.00%","","-1.080","","44.540","","32.00%","","-0.900","","66.940","","66.00%","","-0.180","","30.730","","42.00%","","-0.900","","52.720"
"","22736","Rosenmueller, Thomas",75,75,"","1.056","","287.672","","60.86%","","-0.614","","0.615","","-0.757","","-0.472","","-0.203","","67.40%","","66.26%","","3.235","","3.569","","68.262","","3.874","","26.498","","40.649","","89.00%","","-0.180","","18.630","","80.00%","","-0.360","","22.790","","55.00%","","-0.540","","40.030","","36.00%","","0.180","","57.250","","73.00%","","1.440","","27.670","","48.00%","","0.360","","44.110"
"","26657","Fisk, Steven",75,77,"","-0.206","","284.643","","57.55%","","0.341","","-0.036","","0.484","","-0.108","","-0.345","","64.92%","","70.02%","","2.875","","3.123","","70.030","","3.658","","30.675","","58.909","","93.00%","","1.260","","15.480","","85.00%","","0.000","","23.220","","52.00%","","-0.540","","44.460","","37.00%","","1.080","","50.380","","70.00%","","-0.180","","33.350","","44.00%","","0.000","","42.970"
"≈ Near model (+4)","21943","Lebioda, Hank",75,79,"","-0.538","","288.030","","57.81%","","-0.638","","-0.586","","-0.362","","0.310","","0.039","","64.18%","","55.74%","","2.496","","3.520","","70.498","","3.541","","34.998","","56.315","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"≈ Near model (+5)","25475","Nyholm, Pontus",75,80,"","-0.359","","291.703","","44.86%","","-0.571","","0.127","","-0.200","","-0.498","","0.521","","64.53%","","61.75%","","3.222","","3.386","","70.388","","4.247","","32.448","","60.980","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","35.00%","","-3.960","","47.290","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"≈ Near model (+6)","32055","Shipley, Neal",75,81,"","-1.242","","297.595","","54.24%","","-0.790","","-0.939","","-0.215","","0.367","","-0.473","","59.57%","","56.62%","","2.734","","4.157","","71.649","","3.822","","31.284","","74.560","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","53.00%","","0.720","","28.740","","0.00%","","0.000","","0.000","","67.00%","","-0.360","","31.330","","0.00%","","0.000","","0.000"
"≈ Near model (+7)","24956","Blanchet, Chandler",75,82,"","-1.398","","286.283","","60.20%","","-0.125","","0.652","","-0.715","","-0.062","","-1.428","","64.56%","","53.83%","","2.846","","5.005","","71.995","","2.793","","31.445","","66.856","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"≈ Near model (+8)","31866","Logan, Hunter",75,83,"","-2.558","","303.184","","41.03%","","-3.279","","-1.531","","-0.766","","-0.983","","0.721","","50.98%","","66.37%","","2.350","","5.157","","73.365","","2.502","","32.943","","46.801","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 10","19872","Riley, Davis",75,85,"","1.108","","301.501","","54.94%","","0.077","","0.041","","0.174","","-0.139","","-0.586","","57.94%","","71.36%","","3.668","","3.950","","70.907","","3.941","","34.872","","62.860","","83.00%","","0.540","","15.120","","79.00%","","0.000","","21.780","","51.00%","","-0.540","","39.760","","38.00%","","0.180","","62.590","","65.00%","","-0.360","","31.030","","40.00%","","-1.800","","50.910"
"✅ Beat model by 13","8480","Streelman, Kevin",75,88,"","-0.268","","282.029","","60.15%","","-0.018","","0.190","","0.254","","-0.461","","-0.092","","55.80%","","59.84%","","2.978","","4.164","","72.313","","3.523","","32.084","","56.558","","89.00%","","0.360","","15.760","","84.00%","","1.260","","19.460","","65.00%","","0.000","","39.820","","21.00%","","-1.620","","70.830","","63.00%","","-0.180","","32.220","","40.00%","","-0.360","","51.990"
"✅ Beat model by 14","13997","Svensson, Adam",75,89,"","0.056","","286.533","","64.55%","","0.220","","0.287","","0.151","","-0.218","","-0.625","","60.07%","","58.58%","","3.041","","4.169","","71.989","","3.431","","32.838","","53.497","","83.00%","","-0.900","","19.870","","80.00%","","0.180","","21.180","","53.00%","","-0.360","","39.680","","32.00%","","-1.080","","66.710","","69.00%","","0.360","","29.900","","50.00%","","0.540","","43.430"
"✅ Beat model by 15","12577","Woodland, Gary",75,90,"","-0.250","","301.546","","54.14%","","-0.293","","0.363","","-0.809","","0.153","","-0.158","","62.47%","","54.73%","","3.431","","4.181","","71.694","","3.070","","35.169","","57.920","","87.00%","","-0.180","","17.960","","76.00%","","-0.180","","22.960","","53.00%","","-0.180","","37.680","","37.00%","","0.720","","56.760","","68.00%","","0.540","","29.700","","56.00%","","1.080","","41.440"
"✅ Beat model by 19","21886","Geddes, Mark",75,94,"","-3.718","","286.495","","76.33%","","0.000","","0.000","","0.000","","0.000","","0.000","","67.34%","","0.00%","","0.000","","0.000","","74.562","","2.000","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 20","24343","Lamprecht, Christo",75,95,"","-2.087","","308.789","","46.73%","","-2.064","","-1.187","","-0.575","","-0.302","","-0.058","","60.10%","","57.07%","","2.943","","3.902","","72.478","","2.808","","36.534","","52.623","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","45.00%","","-2.340","","47.830","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 21","21889","Kang, Jeffrey",75,96,"","-1.596","","289.211","","38.56%","","-1.821","","-0.242","","0.230","","-1.809","","-0.487","","56.82%","","57.92%","","2.337","","4.553","","72.100","","2.652","","35.426","","43.024","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"✅ Beat model by 24","11276","Horschel, Billy",75,99,"","-0.841","","287.688","","56.71%","","-1.206","","-0.301","","-0.497","","-0.409","","-0.228","","60.34%","","65.72%","","3.575","","3.840","","73.033","","2.858","","31.826","","62.039","","88.00%","","0.180","","16.960","","81.00%","","0.180","","21.440","","70.00%","","1.440","","33.730","","27.00%","","-0.900","","57.750","","68.00%","","0.900","","30.020","","41.00%","","-0.360","","49.240"
"✅ Beat model by 27","23816","Valimaki, Sami",75,102,"","-1.694","","283.707","","59.50%","","-1.593","","-0.831","","-0.188","","-0.574","","-0.024","","62.37%","","56.39%","","3.618","","4.624","","72.491","","3.702","","30.183","","55.932","","86.00%","","0.000","","17.480","","80.00%","","0.360","","22.200","","64.00%","","0.360","","38.360","","41.00%","","0.540","","59.670","","69.00%","","0.360","","29.410","","53.00%","","0.900","","41.890"
"✅ Beat model by 31","11451","Garnett, Brice",75,106,"","-0.409","","281.192","","66.02%","","-0.596","","-0.221","","0.147","","-0.521","","1.016","","67.12%","","64.25%","","2.645","","3.537","","70.628","","3.576","","31.127","","57.395","","79.00%","","-0.720","","19.160","","81.00%","","-0.180","","22.410","","61.00%","","-0.540","","42.160","","35.00%","","-1.080","","67.960","","70.00%","","0.000","","31.500","","43.00%","","-0.180","","47.040"
"✅ Beat model by 33","13508","Vegas, Jhonattan",75,108,"","-0.822","","295.966","","53.04%","","-0.675","","-0.439","","-0.139","","-0.097","","-0.581","","52.90%","","59.41%","","3.262","","4.728","","72.801","","3.251","","32.128","","64.817","","83.00%","","-0.360","","18.700","","81.00%","","-0.540","","23.900","","60.00%","","0.360","","36.650","","39.00%","","0.360","","67.790","","66.00%","","-0.180","","32.020","","47.00%","","0.000","","43.180"
"✅ Beat model by 36","31960","Hastings, Justin",75,111,"","0.856","","272.481","","43.48%","","-0.451","","-0.212","","0.583","","-0.822","","0.623","","65.38%","","60.27%","","3.584","","3.404","","70.733","","3.257","","31.853","","49.551","","90.00%","","1.440","","15.530","","86.00%","","0.540","","20.870","","65.00%","","0.900","","34.890","","40.00%","","0.360","","59.770","","73.00%","","-0.180","","31.310","","41.00%","","-1.620","","52.450"
"✅ Beat model by 40","17538","Homa, Max",75,115,"","-1.024","","290.859","","58.63%","","-1.594","","-0.831","","-0.660","","-0.103","","0.046","","52.85%","","63.92%","","3.290","","5.060","","73.269","","3.285","","35.570","","76.545","","79.00%","","-0.180","","18.070","","83.00%","","0.180","","20.580","","53.00%","","-0.360","","38.870","","39.00%","","0.360","","61.290","","65.00%","","-0.360","","31.120","","46.00%","","0.360","","44.620"
"✅ Beat model by 41","17550","Van Rooyen, Erik",75,116,"","-1.067","","298.710","","59.85%","","-1.429","","-0.830","","-0.370","","-0.229","","0.364","","55.94%","","58.65%","","2.990","","4.665","","72.385","","3.654","","35.825","","50.753","","87.00%","","0.000","","18.390","","80.00%","","0.180","","22.840","","61.00%","","0.000","","37.560","","33.00%","","-0.180","","57.960","","65.00%","","0.000","","31.390","","42.00%","","-0.540","","45.790"
"✅ Beat model by 43","25157","Hodges, Lee",75,118,"","-0.527","","290.238","","61.25%","","0.188","","0.779","","-0.184","","-0.407","","0.383","","59.24%","","59.96%","","2.495","","3.910","","72.453","","3.164","","30.965","","53.410","","84.00%","","-0.180","","17.630","","83.00%","","0.180","","21.830","","53.00%","","0.540","","35.970","","34.00%","","-0.180","","54.860","","71.00%","","0.540","","29.860","","53.00%","","1.260","","42.570"
"✅ Beat model by 44","27164","Phillips, Chandler",75,119,"","-1.470","","288.733","","55.38%","","-1.812","","-1.370","","0.102","","-0.544","","0.373","","61.41%","","66.92%","","2.504","","3.744","","71.382","","3.209","","34.386","","47.327","","88.00%","","0.180","","16.560","","81.00%","","0.000","","21.790","","56.00%","","0.540","","35.860","","32.00%","","-1.080","","66.070","","64.00%","","0.180","","30.540","","46.00%","","0.180","","44.530"
"✅ Beat model by 45","24342","Higgo, Garrick",75,120,"","-0.692","","304.365","","54.16%","","-1.157","","-0.641","","-0.412","","-0.105","","-0.977","","55.18%","","63.67%","","4.083","","4.206","","72.611","","3.255","","38.162","","69.503","","88.00%","","-0.720","","18.190","","80.00%","","-0.360","","22.340","","51.00%","","-0.360","","38.880","","38.00%","","-0.180","","66.240","","67.00%","","0.540","","31.750","","48.00%","","-0.360","","42.570"
"✅ Beat model by 47","14926","Malnati, Peter",75,122,"","-0.655","","292.281","","44.18%","","-0.925","","-0.457","","0.243","","-0.710","","1.066","","56.09%","","56.40%","","3.550","","4.628","","73.093","","3.679","","34.639","","55.301","","81.00%","","-0.900","","19.670","","74.00%","","-0.720","","22.900","","58.00%","","0.180","","35.800","","30.00%","","-0.540","","70.060","","68.00%","","0.180","","31.800","","32.00%","","-2.160","","54.000"
"✅ Beat model by 50","9171","Villegas, Camilo",75,125,"","-1.122","","276.905","","60.57%","","-1.185","","-0.468","","0.163","","-0.881","","-0.678","","60.32%","","59.70%","","2.238","","4.536","","71.771","","3.248","","31.414","","51.765","","90.00%","","0.360","","16.340","","83.00%","","0.900","","19.960","","63.00%","","0.900","","32.460","","32.00%","","0.000","","56.200","","67.00%","","-0.540","","32.900","","44.00%","","-1.440","","50.440"
"✅ Beat model by 51","14704","Putnam, Andrew",75,126,"","-0.027","","270.151","","58.97%","","-0.503","","-0.148","","0.719","","-1.074","","0.081","","57.29%","","69.26%","","2.863","","4.055","","72.152","","3.385","","33.242","","57.749","","89.00%","","-0.540","","18.590","","78.00%","","-0.180","","22.150","","55.00%","","-0.900","","38.490","","38.00%","","0.540","","56.280","","73.00%","","0.360","","31.830","","45.00%","","0.360","","46.020"
"✅ Beat model by 52","7960","List, Luke",75,127,"","-1.367","","295.838","","62.08%","","-0.825","","-0.404","","-0.562","","0.142","","0.369","","61.16%","","51.32%","","3.286","","4.274","","72.877","","3.140","","35.897","","60.156","","78.00%","","-1.440","","21.770","","77.00%","","-0.900","","25.780","","62.00%","","0.000","","39.190","","39.00%","","0.000","","58.070","","63.00%","","-0.720","","34.830","","49.00%","","0.180","","44.940"
"✅ Beat model by 55","30814","Sargent, Gordon",75,130,"","-1.205","","301.451","","55.74%","","-0.803","","-1.093","","0.018","","0.272","","-0.243","","72.56%","","54.92%","","2.880","","3.448","","71.116","","3.635","","33.625","","62.765","","85.00%","","0.180","","15.900","","80.00%","","-0.900","","25.230","","60.00%","","0.360","","39.550","","22.00%","","-1.800","","84.420","","58.00%","","-1.620","","36.180","","34.00%","","-1.440","","50.150"
"✅ Beat model by 61","25002","Wu, Dylan",75,136,"","-0.985","","283.435","","50.56%","","-0.898","","-0.317","","-0.191","","-0.390","","-0.327","","66.50%","","51.16%","","2.791","","3.735","","70.665","","4.148","","32.551","","52.430","","90.00%","","-0.360","","20.720","","87.00%","","0.900","","20.730","","47.00%","","-0.900","","39.660","","38.00%","","0.000","","62.860","","69.00%","","-0.180","","33.610","","37.00%","","-1.440","","48.030"
"✅ Beat model by 62","22087","Paul, Jeremy",75,137,"","-0.980","","276.246","","51.56%","","-1.387","","-0.603","","0.309","","-1.093","","0.307","","62.45%","","60.03%","","3.145","","4.692","","71.146","","3.725","","31.674","","49.756","","93.00%","","1.440","","14.270","","78.00%","","-0.540","","24.840","","61.00%","","0.900","","36.170","","29.00%","","-0.720","","59.730","","64.00%","","-0.720","","35.160","","52.00%","","0.000","","44.160"
"✅ Beat model by 63","25908","Whaley, Vince",75,138,"","-0.801","","286.914","","52.85%","","-2.037","","-1.163","","-0.332","","-0.542","","-0.083","","56.67%","","68.21%","","3.096","","3.942","","71.825","","3.271","","37.468","","67.228","","86.00%","","0.540","","17.740","","78.00%","","-0.180","","22.930","","60.00%","","0.180","","38.860","","37.00%","","-0.720","","69.520","","67.00%","","-0.180","","32.090","","48.00%","","0.000","","46.450"
"✅ Beat model by 65","28469","Highsmith, Joe",75,140,"","-1.621","","288.733","","51.85%","","-1.863","","-1.258","","-0.313","","-0.292","","-0.075","","52.61%","","62.80%","","2.457","","5.135","","72.820","","3.307","","35.666","","70.081","","79.00%","","-0.720","","18.970","","73.00%","","-0.360","","22.680","","52.00%","","-0.720","","38.940","","31.00%","","0.180","","56.450","","67.00%","","0.180","","30.820","","43.00%","","0.180","","44.050"
"✅ Beat model by 67","22051","Wise, Aaron",75,142,"","-1.881","","291.637","","44.21%","","-1.503","","-1.041","","0.011","","-0.474","","-0.762","","55.56%","","52.57%","","2.911","","4.928","","74.215","","2.607","","37.977","","67.991","","86.00%","","-0.360","","20.960","","82.00%","","0.540","","21.550","","44.00%","","-1.800","","47.670","","35.00%","","-1.080","","70.340","","71.00%","","-0.360","","32.800","","53.00%","","0.180","","46.130"
"✅ Beat model by 68","12909","Campos, Rafael",75,143,"","-1.693","","294.481","","56.77%","","-1.548","","-0.547","","-0.725","","-0.276","","-0.161","","58.33%","","54.15%","","3.312","","5.756","","72.675","","3.228","","34.965","","56.192","","71.00%","","-3.060","","22.520","","76.00%","","-0.540","","23.530","","57.00%","","-0.540","","39.260","","37.00%","","0.180","","59.760","","63.00%","","-0.360","","34.020","","44.00%","","-1.080","","47.790"
"✅ Beat model by 69","17881","Yu, Kevin",75,144,"","-0.950","","293.328","","52.06%","","-0.419","","-0.305","","-0.087","","-0.028","","-0.905","","60.55%","","54.96%","","3.128","","4.297","","71.699","","3.840","","34.115","","54.194","","82.00%","","-0.180","","17.850","","85.00%","","0.360","","21.810","","52.00%","","-0.720","","41.730","","33.00%","","-0.720","","58.830","","72.00%","","0.360","","29.320","","51.00%","","0.900","","41.850"
"✅ Beat model by 71","17032","Tosti, Alejandro",75,146,"","-3.773","","296.138","","50.91%","","-2.759","","-1.553","","-0.680","","-0.526","","-1.081","","61.17%","","51.35%","","3.275","","6.325","","74.069","","3.346","","34.813","","58.541","","74.00%","","-1.260","","20.700","","69.00%","","-0.540","","22.640","","61.00%","","1.080","","30.810","","32.00%","","-0.540","","59.390","","64.00%","","-0.180","","30.560","","49.00%","","0.360","","43.300"
"✅ Beat model by 72","5768","Hoffman, Charley",75,147,"","-1.682","","291.937","","56.07%","","-0.355","","-0.003","","-0.362","","0.010","","-0.770","","61.24%","","53.59%","","2.745","","4.655","","72.426","","2.999","","32.652","","49.231","","81.00%","","-0.720","","18.930","","73.00%","","-0.360","","23.860","","56.00%","","-0.720","","39.430","","39.00%","","0.180","","53.430","","65.00%","","0.900","","29.290","","43.00%","","-0.360","","43.150"
"","21412","",75,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","18554","Rai, Aaron","",57,"","-0.214","","281.454","","71.27%","","0.426","","0.073","","0.248","","0.105","","-0.684","","62.99%","","62.53%","","2.655","","3.895","","72.193","","3.216","","34.564","","48.142","","85.00%","","0.540","","15.250","","87.00%","","0.540","","20.080","","60.00%","","-0.360","","39.830","","37.00%","","1.260","","53.400","","76.00%","","0.720","","28.960","","52.00%","","0.720","","43.710"